p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
6.41729294264e-09	2.89759796787e-07	Ebola Virus Pathway on Host	Wikipathways	WP4217	HLA-DPB1; HLA-DRA; CTSL; FOLR1; HLA-DRB5; NPC2; HLA-DOA; HLA-DPA1; HLA-DMA; HLA-DMB; HLA-DQA1; HLA-DQA2; GAS6	3122; 3127; 3117; 1514; 2621; 10577; 3108; 3109; 2348; 3118; 3115; 3113; 3111	130	130
6.76482015844e-09	2.89759796787e-07	Th17 cell differentiation - Homo sapiens (human)	KEGG	path:hsa04659	HLA-DPB1; HLA-DRA; TGFBR2; HLA-DRB5; HSP90AB1; RUNX1; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 3326; 861; 7048	107	107
1.15073659374e-08	4.54983545523e-07	Autoimmune thyroid disease - Homo sapiens (human)	KEGG	path:hsa05320	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127	53	52
1.26619750552e-08	4.64875369885e-07	Toxoplasmosis - Homo sapiens (human)	KEGG	path:hsa05145	HLA-DPB1; HLA-DRA; HSPA6; HSPA2; HLA-DRB5; HLA-DOA; HLA-DPA1; GNAI1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 2770; 3306; 3310	113	113
8.73063541843e-08	2.99169773672e-06	Inflammatory bowel disease (IBD) - Homo sapiens (human)	KEGG	path:hsa05321	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127	65	65
1.25806219189e-07	4.04152479146e-06	Rheumatoid arthritis - Homo sapiens (human)	KEGG	path:hsa05323	HLA-DPB1; HLA-DRA; CTSL; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 1514	90	89
1.72880635942e-07	5.22709687494e-06	Th1 and Th2 cell differentiation - Homo sapiens (human)	KEGG	path:hsa04658	HLA-DPB1; HLA-DRA; RBPJ; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 3516	92	92
2.43929533396e-07	6.96554334253e-06	Leishmaniasis - Homo sapiens (human)	KEGG	path:hsa05140	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3109; 3113; 3115; 3117; 3122; 3127; 3108; 3111; 3118	74	73
2.59354851018e-07	7.0162312328e-06	Hematopoietic cell lineage - Homo sapiens (human)	KEGG	path:hsa04640	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DOA; IL11RA; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3590; 3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127	97	96
6.31203554291e-07	1.62219313453e-05	Systemic lupus erythematosus - Homo sapiens (human)	KEGG	path:hsa05322	HLA-DPB1; HLA-DRA; HLA-DRB5; HIST1H2AE; HLA-DOA; HLA-DPA1; C1R; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 715; 3012	133	132
7.31233616888e-07	1.78978132895e-05	Translocation of ZAP-70 to Immunological synapse	Reactome	R-HSA-202430	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3122; 3113; 3115; 3127	27	27
8.37201920888e-07	1.95600812426e-05	Protein processing in endoplasmic reticulum - Homo sapiens (human)	KEGG	path:hsa04141	HSPA2; HERPUD1; HSPA6; HSPA5; SKP1; UBQLN1; PDIA3; HSP90B1; UBE2D1; HSP90AB1; FBXO2; DNAJC3	7184; 26232; 6500; 7321; 3306; 3309; 3310; 3326; 29979; 2923; 5611; 9709	165	165
1.22456479028e-06	2.73663609653e-05	Influenza A - Homo sapiens (human)	KEGG	path:hsa05164	HSPA2; HLA-DRA; HSPA6; HLA-DPB1; HLA-DRB5; HLA-DOA; HLA-DPA1; DNAJC3; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3117; 3118; 3122; 3127; 3306; 3310; 3115; 5611	171	171
1.40316585955e-06	2.92560243312e-05	Cell adhesion molecules (CAMs) - Homo sapiens (human)	KEGG	path:hsa04514	HLA-DPB1; HLA-DRA; SDC2; HLA-DRB5; NECTIN2; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3111; 3113; 3115; 3117; 3118; 3122; 5819; 3109; 6383; 3127	144	143
1.42295838187e-06	2.92560243312e-05	Phosphorylation of CD3 and TCR zeta chains	Reactome	R-HSA-202427	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3122; 3113; 3115; 3127	30	30
1.63255444429e-06	3.22743455525e-05	Allograft Rejection	Wikipathways	WP2328	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3122; 3127; 3111; 3108; 3109; 3118; 3117; 3115; 3113	91	91
1.74671522787e-06	3.32522824861e-05	PD-1 signaling	Reactome	R-HSA-389948	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3122; 3113; 3117; 3115; 3127	31	31
6.27229547192e-06	0.00011514142402	Epstein-Barr virus infection - Homo sapiens (human)	KEGG	path:hsa05169	HLA-DPB1; HLA-DRA; RBPJ; CCND3; PDIA3; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3117; 3118; 3122; 3127; 896; 3115; 2923; 3516	201	200
9.64191025327e-06	0.000170894547248	Generation of second messenger molecules	Reactome	R-HSA-202433	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3122; 3115; 3113; 3127	41	41
1.67332250293e-05	0.000278816002987	Photodynamic therapy-induced unfolded protein response	Wikipathways	WP3613	DNAJB9; ERP27; HSP90B1; HSPA5; DNAJC3	4189; 5611; 3309; 121506; 7184	27	27
1.68157511529e-05	0.000278816002987	Herpes simplex infection - Homo sapiens (human)	KEGG	path:hsa05168	HLA-DPB1; HLA-DRA; SKP1; HLA-DRB5; NECTIN2; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 5819; 3108; 6500	185	185
2.98051162722e-05	0.000478744680123	Parkin-Ubiquitin Proteasomal System pathway	Wikipathways	WP2359	HSPA2; HSPA6; HSPA5; HSPA4; TUBB6; TUBB2A; SIAH1	7280; 3309; 3310; 3306; 6477; 84617; 3308	73	73
3.49134244128e-05	0.000543803034793	Downstream TCR signaling	Reactome	R-HSA-202424	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3122; 3115; 3113; 3127	51	51
4.22283948232e-05	0.000638393968798	Costimulation by the CD28 family	Reactome	R-HSA-388841	HLA-DPB1; HLA-DRA; PPP2CA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3117; 3122; 3118; 3115; 3113; 5515; 3127	77	77
7.6512535784e-05	0.0011236412398	Adaptive Immune System	Reactome	R-HSA-1280218	NPDC1; HSPA5; UBE2D1; FBXO2; HLA-DRA; SKP1; NECTIN2; HLA-DPB1; IFITM1; CTSL; SIAH1; PDIA3; CTSF; HLA-DRB5; CXADR; PPP2CA; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	8519; 3127; 3109; 5819; 8722; 3118; 6477; 3111; 7321; 5515; 2923; 1514; 56654; 3117; 26232; 3108; 3122; 3309; 1525; 3113; 6500; 3115	732	728
7.90382819065e-05	0.001128491025	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	KEGG	path:hsa05166	HLA-DPB1; HLA-DRA; TGFBR2; CCND3; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127; 896; 7048	219	219
0.000134089859865	0.00186276183704	Immune System	Reactome	R-HSA-168256	NPDC1; HSPA6; HSPA5; HLA-DPB1; ALDH3B1; HSP90B1; UBE2D1; FBXO2; HSP90AB1; HLA-DRA; SKP1; PLAC8; CPNE1; ATP6AP2; NECTIN2; NPC2; CRISP3; PYGL; IFITM2; IFITM1; CTSL; SIAH1; PDIA3; CTSF; HLA-DRB5; IL11RA; ERP44; CXADR; VAMP2; PPP2CA; APP; PELI2; DNAJC3; HLA-DOA; HLA-DPA1; C1R; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3127; 51316; 3109; 5819; 351; 8722; 8519; 10581; 3108; 6500; 10159; 3309; 3118; 3111; 3326; 5611; 7184; 715; 221; 3122; 3113; 3115; 8904; 7321; 2923; 26232; 3310; 3590; 1525; 10577; 5836; 5515; 57161; 10321; 1514; 56654; 3117; 6477; 23071; 6844	1840	1827
0.000152071466089	0.00205696667288	CD4 T cell receptor signaling-ERK cascade	INOH	None	HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DQA1; HLA-DQA2	3118; 3122; 3113; 3117; 3115	42	42
0.000208858158845	0.00275264342683	Cellular response to heat stress	Reactome	R-HSA-3371556	HSPA2; HSPA6; HSPA5; BAG3; HSPA4; HSP90AB1; HSPA12A	3310; 3309; 3326; 3306; 3308; 9531; 259217	99	99
0.00024520449231	0.00315087772618	TCR signaling	Reactome	R-HSA-202403	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3115; 3113; 3122; 3127	72	72
0.000339633596396	0.00425784557434	Tuberculosis - Homo sapiens (human)	KEGG	path:hsa05152	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DOA; HLA-DPA1; HLA-DMB; HLA-DQA1; HLA-DQA2; HLA-DMA	3108; 3109; 3111; 3113; 3115; 3117; 3118; 3122; 3127	179	178
0.000465361372422	0.00569513679584	Regulation of HSF1-mediated heat shock response	Reactome	R-HSA-3371453	BAG3; HSPA6; HSPA5; HSPA2; HSPA4; HSPA12A	3308; 9531; 259217; 3306; 3310; 3309	81	81
0.000547286459027	0.00654198232418	CD4 T cell receptor signaling-JNK cascade	INOH	None	HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DQA1; HLA-DQA2	3117; 3118; 3113; 3122; 3115	55	55
0.000582291818287	0.00680222714999	Hippo signaling pathway - Homo sapiens (human)	KEGG	path:hsa04390	PRKCI; TGFBR2; BMP2; PPP2CA; CCND3; WNT6; PPP2R2B; LATS2	650; 896; 7475; 7048; 5515; 5521; 26524; 5584	154	153
0.000719741246283	0.00822104445754	Interferon Signaling	Reactome	R-HSA-913531	IFITM2; IFITM1; HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 8519; 3127; 3113; 10581; 3122; 3115	158	158
0.0008957794936	0.0100093621676	CRMPs in Sema3A signaling	Reactome	R-HSA-399956	CRMP1; PLXNA2; DPYSL3	1400; 5362; 1809	16	16
0.00102501608951	0.0112097504257	Interferon gamma signaling	Reactome	R-HSA-877300	HLA-DPB1; HLA-DRA; HLA-DRB5; HLA-DPA1; HLA-DQA1; HLA-DQA2	3118; 3117; 3127; 3113; 3122; 3115	94	94
0.00109821901786	0.0117600953163	Semaphorin interactions	Reactome	R-HSA-373755	CRMP1; PLXNA2; HSP90AB1; DPYSL3; MYL9	1400; 1809; 10398; 5362; 3326	64	64
0.00115281944455	0.012092840704	Striated Muscle Contraction Pathway	Wikipathways	WP383	MYL9; TNNT2; TNNC1; TNNI1	7135; 7134; 7139; 10398	38	38
0.00127245445389	0.013080831786	Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	PPP2CA; TLE1; TLE4; SKP1	5515; 7088; 6500; 7091	39	39
0.00145257725109	0.0146328106394	ATF6 (ATF6-alpha) activates chaperone genes	Wikipathways	WP2655	HSPA5; HSP90B1	7184; 3309	5	5
0.00148636557625	0.0146328106394	Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	IFITM2; IFITM1; VAMP2; HLA-DPB1; PELI2; PPP2CA; APP; SKP1; HLA-DRA; HLA-DRB5; HLA-DPA1; IL11RA; HLA-DQA1; HLA-DQA2	8519; 3127; 351; 3118; 5515; 57161; 3117; 6500; 3590; 10581; 6844; 3113; 3122; 3115	458	458
0.00150883066904	0.0146328106394	HSP90 chaperone cycle for steroid hormone receptors (SHR)	Reactome	R-HSA-3371497	HSP90AB1; HSPA2; DNAJA4	55466; 3326; 3306	19	19
0.0021613616012	0.0205729604262	platelet amyloid precursor protein pathway	BioCarta	plateletapppathway	APP; PLAT	5327; 351	6	6
0.00255824445066	0.0234810294221	XBP1(S) activates chaperone genes	Wikipathways	WP3472	DNAJB9; ACADVL; TSPYL2; DNAJC3	4189; 64061; 5611; 37	47	47
0.00255824445066	0.0234810294221	NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	TLE1; TLE4; RBPJ; SKP1	7088; 6500; 7091; 3516	47	47
0.00276457967007	0.0244998956968	Exercise-induced Circadian Regulation	Wikipathways	WP410	PURA; NR1D2; HERPUD1; HLA-DMA	3108; 9975; 9709; 5813	48	48
0.00276457967007	0.0244998956968	Notch-mediated HES/HEY network	PID	hes_heypathway	TWIST1; GATA6; TLE1; RBPJ	7291; 7088; 2627; 3516	48	48
0.00284949528599	0.0248244165593	Toll-Like Receptors Cascades	Reactome	R-HSA-168898	CTSL; SKP1; PPP2CA; APP; PELI2; HSP90B1; UBE2D1	7321; 7184; 5515; 57161; 6500; 351; 1514	154	154
0.0033811344027	0.0289650513832	Cellular responses to stress	Reactome	R-HSA-2262752	BAG3; HSPA2; HSPA6; DNAJA4; HSPA4; RING1; UBE2D1; HSP90AB1; HSPA12A; HIST1H2AE; HSPA5	55466; 3326; 7321; 3308; 9531; 6015; 3310; 3309; 3306; 3012; 259217	345	344
0.0038488571626	0.0324313537963	TGF-beta signaling pathway - Homo sapiens (human)	KEGG	path:hsa04350	PPP2CA; TGFBR2; BAMBI; BMP2; SKP1	650; 7048; 5515; 25805; 6500	85	85
0.0039700710072	0.0329131693178	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	Reactome	R-HSA-8939242	RUNX1; CTSL	861; 1514	9	8
0.00470644151379	0.0377986084076	Attenuation phase	Reactome	R-HSA-3371568	HSP90AB1; HSPA2; HSPA6	3306; 3310; 3326	28	28
0.00470644151379	0.0377986084076	Regulation of RUNX2 expression and activity	Reactome	R-HSA-8939902	TWIST1; BMP2; SKP1	7291; 650; 6500	28	28
0.00482351143688	0.0381428442855	Cellular responses to external stimuli	Reactome	R-HSA-8953897	BAG3; HSPA2; HSPA6; DNAJA4; HSPA4; ATG101; RING1; UBE2D1; HSP90AB1; HSPA12A; HIST1H2AE; HSPA5	55466; 3326; 7321; 3308; 9531; 6015; 3310; 60673; 3309; 3306; 3012; 259217	414	413
0.00490739989281	0.0382182355288	Tight junction - Homo sapiens (human)	KEGG	path:hsa04530	PRKCI; HSPA4; PPP2CA; PPP2R2B; RUNX1; RAPGEF2; MYL9	10398; 3308; 9693; 861; 5515; 5521; 5584	170	170
0.00506348926693	0.0388452758687	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	Wikipathways	WP4132	NR4A3; MYL9	10398; 8013	9	9
0.00548588190425	0.0414668132174	Notch	NetPath	Pathway_Notch	APP; RBPJ; RING1; SKP1	351; 6015; 6500; 3516	59	58
0.00572966342841	0.0426818406117	Deactivation of the beta-catenin transactivating complex	Reactome	R-HSA-3769402	TLE1; SOX4; TLE4	6659; 7088; 7091	30	30
0.00627871073332	0.0461036759561	Organic cation transport	Reactome	R-HSA-549127	RUNX1; SLC22A18	5002; 861	11	10
0.00656005650786	0.0474911133104	Notch Signaling Pathway	Wikipathways	WP61	RBPJ; TLE1; RING1; SKP1	3516; 6015; 7088; 6500	61	61
0.00672959322557	0.0480418183047	CD4 T cell receptor signaling-NFkB cascade	INOH	None	HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DQA1; HLA-DQA2	3118; 3117; 3122; 3113; 3115	97	97
0.00749680319757	0.0521718815916	Prion disease pathway	Wikipathways	WP3995	PDIA3; HSP90B1; HSPA5	2923; 3309; 7184	33	33
0.0076126286369	0.0521718815916	mitochondrial fatty acid beta-oxidation of saturated fatty acids	Reactome	R-HSA-77286	ACSM3; ACADVL	6296; 37	11	11
0.0076126286369	0.0521718815916	The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	HSP90AB1; MAPRE1	22919; 3326	11	11
0.0079565217743	0.0538112130525	Wnt Signaling Pathway and Pluripotency	Wikipathways	WP399	PRKCI; PPP2CA; CCND3; WNT6; PPP2R2B	5584; 5515; 896; 5521; 7475	101	101
0.00883463721426	0.0589740717939	Striated Muscle Contraction	Reactome	R-HSA-390522	TNNT2; TNNC1; TNNI1	7139; 7135; 7134	35	35
0.00955255222227	0.062152048636	HSF1-dependent transactivation	Reactome	R-HSA-3371571	HSP90AB1; HSPA2; HSPA6	3306; 3310; 3326	36	36
0.00955255222227	0.062152048636	Glycogen Synthesis and Degradation	Wikipathways	WP500	PPP2CA; PYGL; PPP2R2B	5521; 5836; 5515	36	36
0.00969213448792	0.0622719640849	Wnt signaling pathway - Homo sapiens (human)	KEGG	path:hsa04310	SIAH1; SKP1; CCND3; WNT6; BAMBI; CACYBP	25805; 7475; 6477; 6500; 896; 27101	149	148
