p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
3.86936926218e-05	0.000117329261498	The oncogenic action of Succinate	SMPDB	SMP02292	PDHA1; IDH3B; SUCLG1	5160; 3420; 8802	31	31
3.86936926218e-05	0.000117329261498	The oncogenic action of Fumarate	SMPDB	SMP02295	PDHA1; IDH3B; SUCLG1	5160; 3420; 8802	31	31
4.05366162894e-05	0.000117873016398	Amino Acid metabolism	Wikipathways	WP3925	PDHA1; SUCLG1; MDH1; ALDH7A1	8802; 4190; 501; 5160	91	91
4.17601480323e-05	0.000117873016398	Fatty acid metabolism	Reactome	R-HSA-8978868	PCCB; ECI2; DECR1; HACD3; PTGR1	5096; 10455; 1666; 51495; 22949	189	185
4.26349208247e-05	0.000117873016398	Citrate cycle	INOH	None	IDH3B; MDH1; SUCLG1	3420; 8802; 4190	32	32
5.12887416145e-05	0.00013774690605	Pyruvate metabolism	INOH	None	GLO1; PDHA1; ALDH7A1	501; 5160; 2739	34	34
6.58778970565e-05	0.000168460385537	Electron Transport Chain (OXPHOS system in mitochondria)	Wikipathways	WP111	NDUFA10; NDUFB5; UQCRC2; UQCRC1	7384; 7385; 4705; 4711	103	103
6.63088751582e-05	0.000168460385537	Glutaminolysis and Cancer	SMPDB	SMP02298	PDHA1; IDH3B; SUCLG1	5160; 3420; 8802	37	37
9.34236944785e-05	0.00023110071792	superpathway of choline degradation to L-serine	HumanCyc	PWY66-414	SHMT1; ALDH7A1	501; 6470	7	7
0.00015972807135	0.00038498560787	Transfer of Acetyl Groups into Mitochondria	SMPDB	SMP00466	PDHA1; MDH1	4190; 5160	9	9
0.00017756062306	0.000417267464191	Oxidative phosphorylation - Homo sapiens (human)	KEGG	path:hsa00190	UQCRC2; NDUFB5; NDUFA10; UQCRC1	4705; 4711; 7384; 7385	133	133
0.000228336083205	0.000523502239544	Parkinson disease - Homo sapiens (human)	KEGG	path:hsa05012	UQCRC2; NDUFB5; NDUFA10; UQCRC1	4705; 4711; 7384; 7385	142	142
0.000274501830762	0.000614361240277	Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)	KEGG	path:hsa04932	UQCRC2; NDUFB5; NDUFA10; UQCRC1	4705; 4711; 7384; 7385	149	149
0.000319124272109	0.000697620501821	Nonalcoholic fatty liver disease	Wikipathways	WP4396	NDUFA10; NDUFB5; UQCRC2; UQCRC1	7384; 7385; 4705; 4711	155	155
0.000344235870173	0.00073541299537	sarcosine oncometabolite pathway 	SMPDB	SMP02313	SHMT1; ALDH7A1	501; 6470	13	13
0.000463377122439	0.000967943322428	Alzheimer disease - Homo sapiens (human)	KEGG	path:hsa05010	UQCRC2; NDUFB5; NDUFA10; UQCRC1	4705; 4711; 7384; 7385	171	171
0.000527479416305	0.00107789272028	TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)	Wikipathways	WP2453	PDHA1; MDH1	5160; 4190	16	16
0.000597013599626	0.00119402719925	TCA Cycle (aka Krebs or citric acid cycle)	Wikipathways	WP78	IDH3B; SUCLG1	3420; 8802	17	17
0.00073081343472	0.00143117630966	Huntington disease - Homo sapiens (human)	KEGG	path:hsa05016	UQCRC2; NDUFB5; NDUFA10; UQCRC1	4705; 4711; 7385; 7384	193	193
0.00100731078321	0.0018566120318	Lysine degradation	INOH	None	SHMT1; ALDH7A1	501; 6470	22	22
0.00100731078321	0.0018566120318	Fatty Acid Biosynthesis	Wikipathways	WP357	ECH1; DECR1	1891; 1666	22	22
0.00100731078321	0.0018566120318	Citric acid cycle (TCA cycle)	Reactome	R-HSA-71403	IDH3B; SUCLG1	3420; 8802	22	22
0.00110177637236	0.00199167267312	Di-unsaturated fatty acid beta-oxidation	EHMN	Di-unsaturated fatty acid beta-oxidation	ECI2; DECR1	10455; 1666	23	23
0.00130297847737	0.00231094295986	Propanoate metabolism	INOH	None	PCCB; ALDH7A1	501; 5096	25	25
0.00137232213396	0.00235888887128	Leukotriene metabolism	EHMN	Leukotriene metabolism	MGST2; ECI2; ALDH7A1	501; 4258; 10455	105	103
0.00138020093532	0.00235888887128	Thermogenesis - Homo sapiens (human)	KEGG	path:hsa04714	NDUFA10; NDUFB5; UQCRC2; UQCRC1	4711; 7384; 7385; 4705	229	229
0.00187678277329	0.00315031394088	Pyruvate metabolism	Reactome	R-HSA-70268	GLO1; PDHA1	5160; 2739	30	30
0.00213427504525	0.00345899748713	Valine Leucine Isoleucine degradation	INOH	None	PCCB; ALDH7A1	501; 5096	32	32
0.00213427504525	0.00345899748713	Propanoate metabolism - Homo sapiens (human)	KEGG	path:hsa00640	PCCB; SUCLG1	8802; 5096	32	32
0.00300094107554	0.00478116035764	Mitochondrial Fatty Acid Beta-Oxidation	Reactome	R-HSA-77289	PCCB; DECR1	1666; 5096	39	38
0.00332079253286	0.00520257496814	Glycine, serine and threonine metabolism - Homo sapiens (human)	KEGG	path:hsa00260	SHMT1; ALDH7A1	6470; 501	40	40
0.00342750404641	0.00528172754693	NRF2 pathway	Wikipathways	WP2884	MGST2; PRDX6; PTGR1	9588; 4258; 22949	142	142
0.00348645119719	0.00528590987961	Glycine Serine metabolism	INOH	None	PTGR1; SHMT1	6470; 22949	41	41
0.00400616707085	0.00597745562952	Fatty acid degradation - Homo sapiens (human)	KEGG	path:hsa00071	ECI2; ALDH7A1	10455; 501	44	44
0.00418693263428	0.0061495573066	Glycolysis and Gluconeogenesis	Wikipathways	WP534	PDHA1; MDH1	5160; 4190	45	45
0.00475158875864	0.00687152835864	Valine, leucine and isoleucine degradation - Homo sapiens (human)	KEGG	path:hsa00280	PCCB; ALDH7A1	5096; 501	48	48
0.00494720821109	0.0070460238158	Valine, leucine and isoleucine degradation	EHMN	Valine, leucine and isoleucine degradation	PCCB; ALDH7A1	501; 5096	49	49
0.00619754121748	0.00869505782751	Complex I biogenesis	Reactome	R-HSA-6799198	NDUFB5; NDUFA10	4711; 4705	55	55
0.0073381198801	0.010143871599	Lysine metabolism	EHMN	Lysine metabolism	SHMT1; ALDH7A1	501; 6470	60	60
0.00757681245181	0.0103220343546	Oxidative phosphorylation	Wikipathways	WP623	NDUFB5; NDUFA10	4705; 4711	61	61
0.00831377195582	0.011164208055	Peroxisomal protein import	Reactome	R-HSA-9033241	ECH1; ECI2	1891; 10455	64	64
0.00882232996131	0.0116802678361	Glycolysis and Gluconeogenesis	EHMN	Glycolysis and Gluconeogenesis	PDHA1; ALDH7A1	501; 5160	67	66
0.00934455029767	0.0121998295553	Glycolysis / Gluconeogenesis - Homo sapiens (human)	KEGG	path:hsa00010	PDHA1; ALDH7A1	5160; 501	68	68
